,Time,Plasma Level
942,344.1741742,0.018985131
943,344.5395395,0.019019949
944,344.9049049,0.019054755
945,345.2702703,0.019089548
946,345.6356356,0.019124327
947,346.001001,0.019159095
948,346.3663664,0.019193849
949,346.7317317,0.019228591
950,347.0970971,0.01926332
951,347.4624625,0.019298037
952,347.8278278,0.019332741
953,348.1931932,0.019367432
954,348.5585586,0.01940211
955,348.9239239,0.019436776
956,349.2892893,0.019471429
957,349.6546547,0.019506069
958,350.02002,0.019540697
959,350.3853854,0.019575312
960,350.7507508,0.019609915
961,351.1161161,0.019644505
962,351.4814815,0.019679082
963,351.8468468,0.019713647
964,352.2122122,0.019748199
965,352.5775776,0.019782738
966,352.9429429,0.019817265
967,353.3083083,0.019851779
968,353.6736737,0.01988628
